permno,permco_pre,ticker_pre,issuernm_pre,size_segment_pre,bankruptcy_date,dlstcd,dlret,last_index_qdate_pre_or_at,last_index_id_pre,same_permno_reentered,first_reentry_date_permno,reentry_index_ids_permno,same_permco_reentered,first_reentry_date_permco,reentry_permnos_permco,reentry_index_ids_permco,reentered_index_after_bankruptcy,temporary_any_y1,temporary_y1_before_or_at_bankruptcy_year,temporary_first_y1_year,temporary_y1_years,temporary_any_confirmed_or_terminal_event,temporary_any_terminal_failure_event,temporary_terminal_failure_codes,permanent_any_y1,permanent_first_y1_year,permanent_y1_years,csi_classification_summary
10508,,,,,1930-02-05,574,,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
16520,,,,,1932-04-12,574,,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
16854,,,,,1932-06-28,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
10663,,,,,1932-08-10,574,2,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
10794,,,,,1932-11-09,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
17937,,,,,1932-12-09,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
15421,,,,,1933-03-30,574,-0.6,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
10882,,,,,1933-09-05,574,-0.785714,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
18120,,,,,1933-12-11,574,-0.565714,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
14031,,,,,1934-05-07,574,-0.75,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
12992,,,,,1935-07-15,574,0.125,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
15122,,,,,1936-08-12,574,-0.714286,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
18892,,,,,1938-11-05,574,-0.75,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
15210,,,,,1941-08-25,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
14787,,,,,1955-08-05,574,-0.68,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
36724,,,,,1962-11-15,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
31165,,,,,1962-12-13,574,-0.874286,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
37831,,,,,1963-02-25,574,-0.4375,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
29540,,,,,1963-03-20,574,-0.545455,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
18745,,,,,1963-04-15,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
31253,,,,,1963-12-17,574,-0.666667,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
39001,,,,,1964-05-22,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
35473,,,,,1967-02-06,574,-0.625,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
41339,,,,,1967-03-23,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
37241,,,,,1967-07-25,574,-0.470588,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
40117,,,,,1967-11-30,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34569,,,,,1969-02-20,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
32766,,,,,1969-07-01,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
31675,,,,,1969-07-02,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
37444,,,,,1970-03-13,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
47124,,,,,1970-04-29,574,-0.310526,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34200,,,,,1970-06-26,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
32045,,,,,1970-07-16,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
29719,,,,,1970-07-30,574,-0.684211,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34518,,,,,1970-08-11,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
41267,,,,,1971-01-21,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
43158,,,,,1971-02-17,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
45188,,,,,1971-05-07,574,-0.886792,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
28601,,,,,1971-06-08,574,-0.071429,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
42251,,,,,1972-04-21,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
31835,,,,,1972-08-14,574,-0.333333,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
35684,,,,,1973-02-13,574,0.037037,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
61541,,,,,1973-05-07,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
38631,,,,,1973-05-25,574,-0.555556,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
21710,,,,,1973-07-02,574,-0.652174,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
39060,,,,,1973-09-06,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
79178,,,,,1973-10-24,574,-0.141176,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
33670,,,,,1973-11-29,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
39749,,,,,1973-11-29,574,-0.692308,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
49306,,,,,1974-02-22,573,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
38615,,,,,1974-02-25,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
30243,,,,,1974-05-08,573,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
17072,,,,,1974-05-24,574,-0.875,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
41690,,,,,1974-05-29,574,-0.619048,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
29743,,,,,1974-07-24,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
42040,,,,,1974-08-22,574,-0.19,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
33216,,,,,1974-08-28,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
32344,,,,,1975-03-04,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
23587,,,,,1975-03-27,574,-0.263158,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
51668,,,,,1975-08-13,574,-0.03125,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
16969,,,,,1975-09-26,574,-0.392857,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
53400,,,,,1975-11-20,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
25515,,,,,1975-12-09,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34059,,,,,1976-03-29,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
54965,,,,,1976-08-02,573,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
28791,,,,,1977-06-09,574,-0.156863,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
73067,,,,,1977-06-27,574,1.88,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
81585,,,,,1977-08-17,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
44118,,,,,1977-08-19,573,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
49912,,,,,1977-09-30,573,,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
33996,,,,,1977-10-19,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
28679,,,,,1978-01-27,574,-0.045455,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
37719,,,,,1978-03-08,574,-0.1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
46113,,,,,1978-03-10,574,-0.2,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
42957,,,,,1978-03-31,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34593,,,,,1978-05-17,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
60680,,,,,1978-06-07,574,-0.428571,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
21346,,,,,1978-10-16,574,-0.181818,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
62915,,,,,1978-11-21,573,0.076923,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
48952,,,,,1978-12-01,574,0.0625,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
54762,,,,,1979-02-21,574,-0.136364,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
58747,,,,,1979-03-23,574,0.380952,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
38026,,,,,1979-09-26,574,-0.272727,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
38068,,,,,1980-02-07,574,-0.492063,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
52644,,,,,1980-05-28,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
77076,,,,,1980-09-08,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
57955,,,,,1980-09-09,574,-0.5,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
19334,,,,,1980-09-18,574,-0.414894,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
40934,,,,,1981-01-19,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
48450,,,,,1981-02-26,574,-0.5,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
35457,,,,,1981-04-01,574,-0.454545,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
10971,,,,,1981-04-14,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
45073,,,,,1981-06-15,574,-0.777778,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
52330,,,,,1981-09-30,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
49171,,,,,1981-10-05,574,-0.362909,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
53276,,,,,1981-11-13,574,-0.65625,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
50825,,,,,1981-12-10,574,0.000533,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
46287,,,,,1982-01-05,574,-0.4,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
57058,,,,,1982-04-12,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
36222,,,,,1982-04-28,574,-0.384615,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
21864,,,,,1982-05-26,574,-0.777778,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
28600,,,,,1982-06-07,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
62535,,,,,1982-06-29,574,-0.72093,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
34439,,,,,1982-07-08,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
49270,,,,,1982-07-23,574,-0.430857,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
39925,,,,,1982-08-18,574,-0.428571,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
52098,,,,,1982-09-09,574,-0.008,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
67468,,,,,1982-09-17,574,-0.285714,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
51941,,,,,1982-10-12,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
59273,,,,,1982-10-19,574,-0.142857,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
33989,,,,,1982-10-27,574,-0.082667,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
78351,,,,,1982-11-01,574,-0.067886,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
58210,,,,,1982-11-23,573,0.09589,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
50665,,,,,1982-12-20,574,-0.0992,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
36581,,,,,1983-02-03,574,-0.333333,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
50411,,,,,1983-02-18,574,-0.513514,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
45779,,,,,1983-02-25,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
58668,,,,,1983-02-25,574,0.181818,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
63001,,,,,1983-03-11,574,-0.076923,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
60602,,,,,1983-04-27,574,0.563,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
64849,,,,,1983-04-27,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
67206,,,,,1983-05-17,574,0.1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
28090,,,,,1983-05-20,574,-0.270833,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
38122,,,,,1983-05-20,574,-0.333333,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
64857,,,,,1983-06-01,574,0.284571,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
23043,,,,,1983-06-28,574,-0.344828,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
47160,,,,,1983-06-29,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
35975,,,,,1983-07-22,574,-0.473684,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
44580,,,,,1983-11-17,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
64389,,,,,1983-12-07,574,-0.5,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
62965,,,,,1983-12-20,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
32572,,,,,1984-01-09,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
39386,,,,,1984-01-19,574,-0.05,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
51158,,,,,1984-02-03,574,-0.5,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
12240,,,,,1984-02-17,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
50315,,,,,1984-08-15,574,-0.136364,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
11317,,,,,1984-08-16,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
61196,,,,,1984-09-19,574,-0.055556,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
30832,,,,,1984-10-02,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
60732,,,,,1984-10-02,574,-0.111111,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
63917,,,,,1984-10-04,574,-0.166667,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
63474,,,,,1984-10-08,574,-1,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
47634,,,,,1984-10-24,574,-0.561644,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
35756,,,,,1985-01-04,574,-0.555556,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
78249,,,,,1985-01-10,573,0.043478,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
32409,,,,,1985-02-06,574,0,,,FALSE,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,,FALSE,,,no_csi_classification_found_in_available_labels_or_events
