track,track_label,feature_set,model_key,threshold_method,threshold_label,threshold,threshold_boundary_tolerance,split_source,cohort,n,score_min,score_p01,score_p05,score_p25,score_median,score_mean,score_p75,score_p95,score_p99,score_max
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,1e-12,cv,TP,294,0.2321009337902069,0.23233149975538253,0.23480856120586396,0.24578741565346718,0.26456423103809357,0.2767045920093854,0.29337122291326523,0.3622132226824759,0.42390502214431747,0.47485992312431335
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,1e-12,cv,FN,2165,0.0005296362796798348,0.002462144708260894,0.0147812495008111,0.058998964726924896,0.10595013201236725,0.1089565245694896,0.15811167657375336,0.21256192028522491,0.22769855916500095,0.2318338006734848
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr1,CV FPR <= 1%,0.232100933790207,1e-12,cv,TN,69068,0.00037407706258818507,0.0004892325826222077,0.0007761108136037365,0.003495498327538371,0.009982150979340076,0.031143391648415272,0.03798943571746349,0.1396955162286756,0.2012836521863938,0.23204684257507324
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,1e-12,cv,FP,3478,0.15142914652824402,0.1522529762983322,0.15496361404657363,0.16926733776926994,0.1900705248117447,0.20186282639070927,0.22206251695752144,0.2881451547145843,0.3549886617064476,0.4706915616989136
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,1e-12,cv,TP,905,0.15138889849185944,0.1527966022491455,0.1557624638080597,0.17642833292484283,0.20555564761161804,0.21639669903075498,0.24479037523269653,0.31020441651344294,0.38860306024551416,0.47485992312431335
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,1e-12,cv,FN,1554,0.0005296362796798348,0.0020277603692375125,0.011436320561915637,0.04454888682812452,0.07713822647929192,0.07812291706619758,0.11443586647510529,0.1428477071225643,0.1491604994237423,0.15107682347297668
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,fpr5,CV FPR <= 5%,0.151388898491859,1e-12,cv,TN,66286,0.00037407706258818507,0.00048534741217736154,0.00076478355913423,0.003345519711729139,0.008992603048682213,0.024719089674679905,0.03179995808750391,0.105294119566679,0.13995539918541894,0.15138760209083557
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,youden,CV Youden J,0.0358811654150486,1e-12,cv,FP,18639,0.035886503756046295,0.0364396620541811,0.038902487978339194,0.05396602489054203,0.08217950910329819,0.100655323644049,0.13200095295906067,0.21915129572153075,0.28619053959846497,0.4706915616989136
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,youden,CV Youden J,0.0358811654150486,1e-12,cv,TP,2163,0.0358811654150486,0.03730170376598835,0.046326114609837536,0.08259503543376923,0.13352051377296448,0.14415774306853338,0.19228041917085648,0.27934622466564185,0.34802513003349356,0.47485992312431335
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,youden,CV Youden J,0.0358811654150486,1e-12,cv,FN,296,0.0005296362796798348,0.0008009043434867635,0.0019130567379761487,0.010595050873234868,0.018182583153247833,0.018340633400225057,0.0275424150750041,0.03335111774504185,0.034674694389104845,0.03541145101189613
